section,token,pos,count
body,Revolution,NNP,3
body,Revolutionist,NN,1
body,Reynaud,NNP,6
body,Reynolds,NNP,2
body,Rhodes,NNP,1
body,Rhys,NNP,2
body,Ribbentrop,NNP,11
body,Ribbentrop-Molotov,NNP,1
body,Richard,NNP,2
body,Richards,NNP,2
body,Richardson,NNP,10
body,Richest,NNP,2
body,Riding,VBG,1
body,Rifle,NNP,2
body,Riga,NNP,7
body,Rights,NNPS,1
body,Rijn,NNP,1
body,Rintelen,NN,1
body,Rintelen,NNP,1
body,Rise,NN,1
body,Ritz,NNP,2
body,River,NNP,12
body,Riviera,NNP,1
body,Rlchberg,NNP,1
body,Road,NNP,2
body,Roads,NNS,1
body,Robert,NNP,13
body,Robin,NNP,1
body,Rocky,NNP,1
body,Rodman,NNP,2
body,Role,NN,1
body,Roman,JJ,2
body,Roman,NNPS,1
body,Rome,NNP,6
body,Rome-Berlin,NNP,1
body,Romm,NN,2
body,Romm,NNP,15
body,Room,NNP,3
body,Roosevelt,NNP,50
body,Roosevelt-Litvinov,NNP,2
body,Rooseveltl,NNP,1
body,Roper,NNP,3
body,Rosen,NNP,1
body,Rosenblum,NNP,3
body,Rosengoltz,NNP,18
body,Rosengoltzl,NNP,1
body,RosofFs,NNP,1
body,Rosoff,NNP,23
body,Rossaint,NN,1
body,Rossaint,NNP,1
body,Rosso,NNP,4
body,Rostov,NNP,2
body,Rostov-on-Don,NNP,1
body,Rostov-on-the-Don,NNP,1
body,Rostovon-the-Don,NNP,1
body,Rotary,JJ,1
body,Rouge,NNP,1
body,Row,NN,2
body,Roy,NNP,4
body,Royal,NNP,2
body,Rritish,JJ,1
body,Rubens,NNP,7
body,Rubinin,NN,2
body,Rubinin,NNP,2
body,Rubinstein,NN,2
body,Rublova,NNP,1
body,Rudolf,NNP,2
body,Rudzutak,NN,1
body,Rudzutak,NNP,1
body,Rukharin,NNP,1
body,Rukhimovich,NNP,1
body,Rule,NNP,1
body,Rumania,NN,2
body,Rumania,NNP,31
body,Rumanian,JJ,2
body,Rumanian,NNP,2
body,Rumanians,NNPS,1
body,Rumors,NNS,1
body,Rumreich,NN,1
body,Rumreich,NNP,2
body,Runciman,NN,1
body,Runciman,NNP,2
body,Rus,NN,2
body,Russia,NNP,333
body,Russia.and,NNP,1
body,Russian,JJ,205
body,Russian,NNP,28
body,Russian-Polish,JJ,1
body,Russians,NNPS,18
body,Russo-German,NNP,3
body,Rye,NNP,1
body,Rykov,NNP,6
body,S,NN,2
body,S.,NNP,14
body,S.A.,NNP,1
body,S.S.,NNP,2
body,S7,NN,1
body,S7S,NN,1
body,S8,NN,1
body,SABOTAGE,NNP,1
body,SAINT,NNP,1
body,SANATORIUM,NNP,2
body,SANATORIUMS,NNPS,1
body,SANDLER,NNP,1
body,SB,NN,1
body,SCANDINAVIAN,NNP,2
body,SCHOOLS,NNP,1
body,SCHOOLS,NNS,1
body,SCHUSTER,NNP,1
body,SCHUSTER,UNK,1
body,SCORCHED,JJ,1
body,SECOND,NNP,2
body,SECRET,NNP,2
body,SECRETARY,NN,64
body,SECRETARY,NNP,4
body,SECURITY,NNP,1
body,SEE,VBP,1
body,SEEK,VBP,1
body,SELF-CONFIDENCE,NN,1
body,SENATOR,NNP,5
body,SEPTEMBER,NN,3
body,SEPTEMBER,NNP,2
body,SESSION,NN,1
body,SESSION,NNP,1
body,SETTLEMENT,JJ,1
body,SEVERITY,NN,1
body,SHIPMENT,NNP,1
body,SHIPMENTS,NNP,1
body,SHIPPING,NNP,1
body,SHOOTING,NNP,1
body,SHOPS,NNS,1
body,SHOT,NNP,2
body,SHOWS,VBZ,2
body,SIGNIFICANCE,NN,1
body,SIGNIFICANCE,NNP,1
body,SIGNIFICANCES,NNS,2
body,SIGNIFICANT,JJ,1
body,SIMON,NNP,1
body,SIMON,UNK,1
body,SITUATION,NN,4
body,SITUATION,NNP,7
body,SIXTEENTH,NNP,1
body,SIXTH,UNK,1
body,SLOGANS,NNS,1
body,SO,NNP,4
body,SO-CALLED,NNP,1
body,SOCHI,NNP,1
body,SOCIAL,JJ,1
body,SOCIALIST,NNP,1
body,SOCIALISTIC,NNP,1
body,SOI,NNP,1
body,SOVIET,JJ,11
body,SOVIET,NNP,37
body,SOVIET-JAPANESE,NNP,1
body,SOVIETS,NNP,1
body,SOVIETS,NNS,1
body,SPAIN,NNP,2
body,SPANISH,NNP,1
body,SPAZZO,NNP,1
body,SPDRTDONOVKA,NN,1
body,SPECIAL,JJ,1
body,SPECIFIC,JJ,1
body,SPEECH,NN,3
body,SPEECH,NNP,1
body,SPEEDING,VBG,1
body,SPIES,NNP,2
body,SPOILS,NNP,1
body,SPORTS,NNS,1
body,SQ.,NNP,1
body,SQUARE,NNP,3
body,SSI,NNP,2
body,STAFF,NN,2
body,STALIN,JJ,2
body,STALIN,NNP,8
body,STAND,NN,1
body,STANDS,VBZ,1
body,STATE,NN,6
body,STATE,NNP,61
body,STATES,NNS,6
body,STATES,UNK,1
body,STATION,NNP,1
body,STATUS,NNS,1
body,STEIGER,NNP,1
body,STEPHEN,NNP,6
body,STILL,RB,1
body,STOP,NNP,1
body,STOP,VB,3
body,STOP,VBP,3
body,STRATEGY,NNP,1
body,STREET,NNP,1
body,STRENGTH,NN,1
body,STRENGTH,NNP,1
body,STRENGTHS,NNS,1
body,STUDIOS,NNS,1
body,STUDY,NN,1
body,SUBJECT,NNP,1
body,SUFFRAGE,NN,1
body,SUMMARY,NN,2
body,SUMMARY,NNP,1
body,SUMNER,NNP,5
body,SUPPLEMENTARY,NNP,1
body,SUPPORT,NNP,1
body,SURE,JJ,1
body,SURFACE,NNP,1
body,SURVEY,NN,1
body,SURVEY,NNP,1
body,SUSPENSION,NN,1
body,SWEDISH,NNP,1
body,Sabotage,NN,1
body,Sacred,JJ,1
body,Saghalien,NNP,2
body,Sailed,VBN,3
body,Saito,NNP,5
body,Sam,NNP,1
body,Samuel,NNP,1
body,Samurai,NNP,1
body,San,NNP,1
body,Sanatorium,NNP,3
body,Sandler,NNP,13
body,Sandy,NNP,1
body,Sarajevo,NNP,1
body,Sarto,NNP,3
body,Sartos,NNP,1
body,Satisfaction,NN,1
body,Saturday,NNP,6
body,Saviour,NNP,1
body,Saw,VBD,1
body,Saxons,NNPS,1
body,Scandinavian,JJ,15
body,Scarcely,RB,1
body,Schacht,NNP,13
body,Schenectady,NNP,1
body,Schiffler,NN,1
body,Schiffler,NNP,1
body,Schley,NNP,2
body,School,NNP,2
body,Schools,NNP,1
body,Schulenburg,NNP,3
body,Schuschnigg,NNP,7
body,Science,NN,1
body,Science,NNP,4
body,Scientific,NNP,1
body,Scotch,NNP,1
body,Scotsman,NNP,1
body,Scout,NN,1
body,Scout,NNP,2
body,ScrippsHoward,NNP,1
body,Scythian,JJ,1
body,Sea,NN,6
body,Sea,NNP,29
body,Seas,NNS,2
body,Seated,VBN,1
body,Second,JJ,6
body,Second,NNP,1
body,Second,RB,1
body,Secret,JJ,3
body,Secret,NNP,2
body,Secretaries,NNP,1
body,Secretary,NN,1
body,Secretary,NNP,122
body,Section,NNP,2
body,Secured,JJ,1
body,Sedan,NN,1
body,Sedov,NNP,3
body,See,VB,12
body,Seeckt,NN,1
body,Seeckt,NNP,1
body,Selective,JJ,1
body,Self-preservation,NN,1
body,Semyon,NNP,2
body,Senate,NNP,18
body,Senator,NNP,35
body,Senior,NNP,2
body,Sent,JJ,1
body,September,NNP,22
body,Serebryakov,NNP,8
body,Sergeiev,NNP,2
body,Seriously,RB,1
body,Service,NNP,9
body,Services,NNPS,4
body,Seth,NNP,2
body,Sevastopol,NNP,1
body,Seven,CD,1
body,Seventh,NNP,1
body,Several,JJ,5
body,Sevres,NNP,1
body,Seyss-Inquart,NNP,2
body,Shakespeare,NNP,3
body,Shanghai,NNP,1
body,Shapiro,NNP,5
body,She,PRP,33
body,Sheep,NNP,1
body,Shen,NNP,2
body,Sheremetief,NNP,1
body,Shervdt,NN,1
body,Shervdt,NNP,3
body,Shestov,NNP,2
body,Shiffer,NN,1
body,Shiffer,NNP,2
body,Shigemitsu,NNP,4
body,Shigetmitsu,NNP,1
body,Shishkin,NNP,3
body,Shop,NNP,1
body,Shops,NNPS,2
body,Shopwindows,NNP,1
body,Shortly,RB,5
body,Should,MD,1
body,Siberia,NNP,5
body,Siberian,JJ,1
body,Sidney,NNP,8
body,Siegfried,NNP,1
body,Signed,VBN,1
body,Simi,SYM,1
body,Similar,JJ,1
body,Simonds,NNP,2
body,Simonds,NNS,1
body,Simultaneous,JJ,1
body,Sinai,NNP,1
body,Since,IN,12
body,Sincerely,RB,4
body,Sir,NNP,122
body,Six,CD,2
body,Sixty,CD,1
body,Sixty-seven,CD,1
body,Size,NN,1
body,Sky,NNP,1
body,Slav,JJ,1
body,Slav,NNP,1
body,Slavic,JJ,1
body,Slavs,NNPS,2
body,Slavs,NNS,1
body,Slept,NNP,1
body,Slovakia,NNP,1
body,Slovakian,JJ,2
body,Smith,NNP,4
body,Smolensk,NNP,1
body,Snow,NNP,1
body,So,IN,9
body,So,RB,20
body,So-called,JJ,1
body,Sobolev,NNP,3
body,Sochi,NNP,9
body,Social,NNP,3
body,Socialism,NN,1
body,Socialist,NNP,5
body,Society,NNP,4
body,Sokolnikov,NNP,13
body,Sol,NNP,3
body,Soldiers,NNS,2
body,Solikonesk,NNP,1
body,Some,DT,20
body,Somehow,RB,1
body,Someone,NN,1
body,Sometime,RB,1
body,Sometimes,RB,1
body,Son,NNP,4
body,Sonata,NNP,1
body,South,JJ,1
body,South,NNP,8
body,Southampton,NNP,1
body,Southwest,JJ,1
body,Southwest,NNP,1
body,Soviet,JJ,462
body,Soviet,NNP,404
body,Soviet-British-French,NNP,1
body,Soviet-Czechoslovakian,NNP,1
body,Soviet-French,NNP,1
body,Soviet-German,NNP,1
body,Soviet-Japanese,JJ,1
body,Soviet-made,NN,1
body,Soviets,NNPS,59
body,Soviets,NNS,9
body,SoyieEIIpion,NNP,1
body,Spades,NNP,2
body,Spain,NNP,33
body,Spanish,JJ,36
body,Spanish,NNP,2
body,Spanish-American,JJ,1
body,Spasibo,NN,1
body,Spazzo,NNP,6
body,Special,JJ,7
body,Specifically,RB,4
body,Speculation,NN,2
body,Spee,NNP,1
body,Speeches,NNS,1
body,Spencer,NNP,11
body,Spent,JJ,1
body,Spent,NNP,1
body,Spent,VB,1
body,Spent,VBD,2
body,Spiridonovka,FW,2
body,Spiridonovka,NN,1
body,Spiridonovka,NNP,3
body,Spitfire,NN,1
body,Spitfire,NNP,1
body,Sport,NNP,1
body,Sportpalast,NNP,2
body,Square,NN,5
body,Square,NNP,18
body,St.,NNP,6
body,Staff,NN,2
body,Staff,NNP,15
body,Stakhanovite,JJ,7
body,Stakhanovite,NNP,4
body,Stakhanovites,FW,1
body,Stakhanovites,NNP,6
body,Stakhanovites,NNPS,8
body,Stakhanovites,NNS,5
body,Stalin,NNP,230
body,Stalingrad,NNP,1
body,Stalinjnto,NNP,1
body,Stamm,NNP,3
body,Standard,NNP,1
body,Standing,VBG,1
body,Standley,NNP,2
body,Stanley,NNP,8
body,Started,VBD,1
body,State,NN,1
body,State,NNP,100
body,Stated,VBN,1
body,States,NNPS,312
body,Station,NNP,1
body,Stations,NNPS,1
body,Steamer,NN,1
body,Steiger,NNP,14
body,Steinhardt,NNP,4
body,Stephen,NNP,2
body,Stern,NNP,2
body,Sternberg,NNP,5
body,Steve,NNP,7
body,Stevens,NNP,2
body,Stewart,NNP,1
body,Still,RB,4
body,Stock,NNP,1
body,Stockholm,NNP,3
body,Stomoniakov,NNP,10
body,Stopped,VBN,1
body,Store,NNP,1
body,Stories,NNP,1
body,Stormovik,NNP,1
body,Strang,NNP,3
body,Strategy,NN,2
body,Straus,NNP,1
body,Street,NNP,1
body,Strength,NN,4
body,Strickling,NNP,3
body,Strictly,RB,39
body,Stroilov,NNP,1
body,Strong,JJ,3
body,Students,NNS,2
body,Studying,VBG,1
body,Subdivisions,NNPS,1
body,Submarine,NNP,1
body,Subsequent,JJ,6
body,Subsequently,RB,2
body,Such,JJ,9
body,Such,PDT,3
body,Sudan,NNP,1
body,Sudetan,NNP,1
body,Sudeten,NN,1
body,Sudeten,NNP,1
body,Sudeten,NNPS,1
body,Sudetenland,NNP,1
body,Suez,NNP,1
body,Sugar,NNP,1
body,Suggested,VBN,1
body,Sulphur,NN,1
body,Summary,NN,1
body,Summer,NN,1
body,Sumner,NNP,10
body,Sun,NNP,2
body,Sunday,NNP,6
body,Superintendent,NN,1
body,Supplementary,NNP,3
body,Supplementing,VBG,1
body,Supreme,NNP,15
body,Suretz,NNP,3
body,Surikov,NNP,3
body,Sverdlovsk,NNP,3
body,Sweden,NNP,14
body,Swedish,JJ,3
body,Swedish,NNP,2
body,Swine,NNP,1
body,Swiss,JJ,1
body,Switzerland,NNP,2
body,Sydney,NNP,2
body,Sykinsky,NNP,1
body,Syria,NNP,2
body,Syrovy,NNP,2
body,T.,NNP,3
body,TAKEN,NN,1
body,TAKES,VBZ,1
body,TEA,NN,1
body,TELEGRAPHIC,NNP,1
body,TENDENCY,NN,1
body,TERRITORY,NN,1
body,TERROR,NN,1
body,TESTIMONY,NN,1
body,TESTS,NNS,1
body,THAN,NNP,1
body,THAT,DT,5
body,THE,DT,332
body,THE,UNK,5
body,THEATERS,NNS,1
body,THEIR,NN,1
body,THEIR,NNP,3
body,THERE,VB,1
body,THEREFORE,RB,1
body,THESE,NNP,2
body,THEY,NNP,1
body,THIS,DT,5
body,THOSE,DT,2
body,THREE,CD,1
body,THROUGH,IN,1
body,THROUGH,NNP,1
body,TIGHT,JJ,1
body,TJbrpugh,NNP,1
body,TO,TO,151
body,TO,UNK,1
body,TOOK,VBD,1
body,TOWARD,IN,5
body,TRADE,NN,1
body,TRAGEDY,NN,3
body,TRAIN,NN,1
body,TRAINING,NN,1
body,TRAITOROUS,JJ,1
body,TRAITORS,NNP,1
body,TRANSMITTING,NNP,1
body,TRANSPORTATION,NN,1
body,TREASON,NNP,5
body,TREASURES,NNS,1
body,TREE,NNP,1
body,TRENDS,NNPS,1
body,TRIAL,NN,6
body,TRIALS,NNS,1
body,TRIP,NN,3
body,TROOPS,NNS,1
body,TSARS,NNS,1
body,TUKHATCHEVSKY,NNP,1
body,TUNG,NNP,1
body,TURNOVER,NN,1
body,TVA,NNP,1
body,TWENTIETH,JJ,1
body,TWENTY,CD,1
body,TWO,UNK,1
body,TYDINCS,NNP,1
body,TYDINGS,NNP,3
body,TYPICAL,NNPS,1
body,Table,NNP,1
body,Tadjiks,NNPS,1
body,Taking,VBG,2
body,Talked,VBN,1
body,Talks,NNS,2
body,Tallinn,NNP,3
body,Tanks,NNS,1
body,Taranto,NNP,1
body,Tass,NNP,7
body,Taxes,NNS,1
body,Taylor,NNP,4
body,Tchaikovsky,NNP,6
body,Tea,NNP,4
body,Tech,NNP,1
body,Technique,NN,1
body,Telegram,NN,1
body,Telephone,NNP,1
body,Tellier,NNP,3
body,Tendered,JJ,2
body,Tennessee,NNP,2
body,Terror,NN,3
body,Teuton,NNP,1
body,Texas,NNP,2
body,Tfself,NNP,1
body,That,DT,73
body,That,IN,22
body,The,DT,1311
body,The,NNP,17
body,Theater,NNP,3
body,Their,PRP$,28
body,Themselves,NNS,1
body,Then,RB,19
body,Theojiinion,NNP,1
body,There,EX,190
body,Thereafter,RB,1
body,Therefore,RB,1
body,Thereupon,NNP,2
body,These,DT,75
body,They,PRP,217
body,Things,NNS,2
body,Think,VB,2
body,Thinking,VBG,2
body,Third,JJ,1
body,Third,NNP,6
body,Thirty-two,CD,1
body,This,DT,202
body,Thomas,NNP,6
body,Thorpe,NNP,2
body,Those,DT,8
body,Thousands,NNS,4
body,Threatens,VBZ,1
body,Three,CD,6
body,Through,IN,6
body,Throughout,IN,5
body,Thus,RB,5
body,Tickets,NNS,2
body,Tielping,VBG,1
body,Tientsin,NNP,1
body,Tiflis,NNP,2
body,Tilsit,NNP,1
body,Timber,NN,2
body,Time,NNP,3
body,Times,NNP,9
body,Times,NNPS,1
body,Ting-Fu,NN,1
body,Ting-Fu,NNP,2
body,Tinkham,NNP,2
body,Tiso,NNP,2
body,Tisos,NNP,1
body,To,TO,81
body,Tobruk,NNP,1
body,Today,NN,4
body,Together,RB,1
body,Tokyo,NNP,4
body,Tolstoy,NNP,4
body,Tomb,NNP,3
body,Tomsky,NNP,3
body,Tony,NNP,1
body,Too,RB,2
body,Took,VBD,3
body,Torgsin,NNP,1
body,Tractor,NNP,1
body,Tractors,NNP,3
body,Trade,NNP,27
body,Traditions,NNS,1
body,Train,NN,1
body,Train,NNP,1
body,Training,NNP,1
body,Trans-Siberian,NNP,1
body,TransSiberian,NNP,1
body,Transcaucasus,NNP,1
body,Transport,NN,1
body,Transportation,NN,1
body,Transportation,NNP,1
body,Transylvania,NNP,1
body,Travda,NNP,1
body,Treason,NNP,1
body,Treasury,NNP,9
body,Treat,NNP,1
body,Treaty,NNP,12
body,Tree,NN,3
body,Tretyakov,NNP,3
body,Trial,NNP,5
body,Tribune,NNP,6
body,Triumph,NNP,1
body,Trotsky,NNP,33
body,Trotsky-Radek,JJ,1
body,Trotskyist-Japanese-German,NNP,1
body,Trotskyists,NNPS,2
body,Trotskyite,JJ,1
body,Trotskyite,NN,2
body,Trotskyites,NNPS,2
body,Trotskyites,NNS,1
body,Troyanovsky,NNP,20
body,True,JJ,1
body,Trust,NNP,3
body,Tsar,NNP,6
body,Tsarist,NNP,2
body,Tsiang,NNP,2
body,Tuesday,NNP,1
body,Tuileries,NNPS,1
body,Tukhatchevsky,NN,2
body,Tukhatchevsky,NNP,27
body,Tumulty,NNP,3
body,Turco-Tatars,NNPS,1
body,Turkestan,NNP,1
body,Turkey,NNP,16
body,Turkish,JJ,8
body,Turkish-Bulgarian,JJ,1
body,Turks,NNPS,1
body,Turning,VBG,1
body,Twenty-one,CD,1
body,Twenty-six,CD,1
body,Two,CD,8
body,Tydings,NNP,1
body,Tydings,NNS,2
body,Tydingvjoe,NNP,1
body,Tyranny,NN,1
body,U.,NNP,7
body,U.P.,NNP,3
body,U.S.,NNP,55
body,U.S.A.,NNP,4
body,U.S.S.B.,NNP,1
body,U.S.S.R.,NNP,134
body,UKRAINE,JJ,1
body,UKRAINE,NNP,4
body,ULTIMATELY,NNP,1
body,ULTIMATUM,NNP,2
body,UNDER,IN,3
body,UNDERLYING,NNP,1
body,UNION,NN,10
body,UNITED,NNP,4
body,UNITED,UNK,1
body,UNITS,NNS,1
body,UNIVERSAL,JJ,1
body,UNIVERSITIES,NNS,1
body,UNIVERSITY,UNK,1
body,UNKNOWN,NNP,1
body,UNOFFICIAL,JJ,1
body,UNPREPAREDNESS,NNS,1
body,UNQUESTIONED,JJ,1
body,UP,NN,1
body,UP,RP,1
body,UPON,IN,1
body,UPON,NNP,1
body,URALS,NNP,1
body,Uborevich,NNP,2
body,Udarniks,NNP,1
body,Ufa,NNP,1
body,Ukraine,NNP,49
body,Ukrainian,JJ,5
body,Ukrainians,NNPS,1
body,Ulmanis,NNP,2
body,Ulrich,NNP,5
body,Uncle,NNP,1
body,Under,IN,20
body,Underneath,IN,1
body,Undersecretary,NNP,8
body,Undoubtedly,NNP,4
body,Unexpected,JJ,1
body,Unfair,NNP,1
body,Unfortunately,RB,1
body,Union,NNP,323
body,Unions,NNS,1
body,Unite,NNP,1
body,United,NNP,313
body,Units,NNS,1
body,Universal,NNP,1
body,University,NNP,34
body,Unless,IN,6
body,Unquestionably,RB,1
body,Unschlicht,NNP,3
body,Untermeyer,NNP,2
body,Until,IN,1
body,Up,IN,7
body,Upon,IN,24
body,Ural,NNP,3
body,Urals,NNS,11
body,Urbaye,NNP,2
body,Urbyes,NNP,1
body,Use,NN,1
body,Utopia,NNP,1
body,V,NN,1
body,V,NNP,1
body,V.,NNP,10
body,VALIANT,JJ,1
body,VALOR,NN,1
body,VARIOUS,JJ,1
body,VI,NNP,6
body,VI,UNK,1
body,VIES,NNP,4
body,VIES,NNPS,2
body,VIES,UNK,1
body,VIEWED,NNP,1
body,VIEWS,NNPS,1
body,VIEWS,NNS,1
body,VII,NN,1
body,VII,NNP,1
body,VIII,CD,1
body,VIII,NNP,2
body,VINEYARDS,NNPS,1
body,VINOGRADOV,NNP,1
body,VIOLENT,JJ,1
body,VISIT,NN,1
body,VISIT,NNP,11
body,VISITS,NNS,1
body,VITAL,JJ,1
body,VLADIMIR,NNP,1
body,VOLUME,NN,1
body,VOLUME,NNP,1
body,VON,NNP,1
body,VVhat,NNP,1
body,VWriters,NNS,1
body,Valley,NNP,1
body,Van,NNP,4
body,Vane-Tempest-Stewart,NNP,1
body,Various,JJ,3
body,Vassar,NNP,4
body,Vatican,NNP,1
body,Veitser,NNP,1
body,Vereker,NNP,2
body,Vermont,NNP,1
body,Versailles,NNP,3
body,Very,RB,5
body,Vfe,NNP,1
body,Vice-Commissar,NNP,5
body,Vice-Consul,NNP,2
body,Vice-Marshal,NNP,1
body,Vice-Premier,NNP,2
body,Vichy,NNP,3
body,Victims,NNS,1
body,Victor,NNP,2
body,Vidkun,NNP,1
body,Vienna,NNP,5
body,Viewed,VBN,1
body,Vilna,NNP,3
body,Vinci,NNP,3
body,Vincis,NNP,1
body,Vino,NNP,1
body,Vinogradov,NNP,4
body,Virginia,NNP,2
body,Virgins,NNPS,1
body,Vis-a-vis,NN,1
body,Vis-a-vis,NNP,1
body,Viscount,NNP,2
body,Viscountess,NNP,1
body,Visit,NN,1
body,Visitors,NNS,1
body,Vladimir,NNP,4
body,Vladivostok,NNP,2
body,Volga,NNP,9
body,Voltaire,NNP,3
body,Volunteers,NNS,1
body,Von,NNP,1
body,Voroshilov,NNP,43
body,Vorys,NNP,2
body,Voskressensk,NNP,1
body,Vyacheslav,NNP,4
body,Vyshinsky,NNP,5
body,W.,NNP,5
body,WADDLES,VBZ,1
body,WAGE,NN,1
body,WAGES,NNS,1
body,WALKER,NNP,2
body,WALKS,VBZ,1
body,WAR,NN,8
body,WAR,UNK,1
body,WARNS,VBZ,2
body,WAS,NNP,2
body,WAS,VBD,1
body,WASHINGTON,NNP,3
body,WATSON,NNP,1
body,WEAKNESS,NNP,1
body,WEALTH,NN,1
body,WELLES,NNP,5
body,WESTERN,JJ,2
body,WHALEY,NNP,1
body,WHAT,WDT,5
body,WHEN,WRB,1
body,WHICH,WDT,5
body,WHITE,NNP,1
body,WHO,WP,1
body,WHOLE,UNK,1
body,WHOM,NNP,1
body,WHY,WRB,2
body,WIFE,UNK,1
body,WILL,MD,5
body,WINE,NN,1
body,WINERY,NNP,2
body,WINSTON,NNP,1
body,WITH,IN,35
body,WIVES,NNS,1
body,WOLFF,UNK,1
body,WOMEN,NNS,2
body,WOMEN,UNK,1
body,WORD,NN,2
body,WORKS,VBZ,3
body,WORLD,NN,8
body,Wage,NN,1
body,Wages,NNS,1
body,Wagnerian,JJ,1
body,Walked,VBD,1
body,Walked,VBN,1
body,Walker,NNP,3
body,Wall,NNP,2
body,Wallace,NNP,4
body,Walter,NNP,15
body,Walton,NNP,1
body,Wanted,VBN,1
body,War,NN,4
body,War,NNP,25
body,Ward,NNP,3
body,Warren,NNP,2
body,Warsaw,NNP,6
body,Wartzki,NNP,1
body,Was,VBD,4
body,Washington,NNP,112
body,Waterways,NNS,1
body,Watson,NNP,5
body,We,PRP,175
body,Webb,NNP,2
body,Wednesday,NNP,1
body,Weinberg,NNP,6
body,Weissler,NNP,2
body,Welfare,NNP,1
body,Well,RB,5
body,Well,UH,3
body,Welles,NNP,10
body,Welles,NNS,1
body,Wells,NNP,3
body,Wemer,NNP,1
body,Went,VBD,6
body,Were,VBD,5
body,West,NNP,13
body,Western,JJ,15
body,Western,NNP,9
body,Weygand,NNP,3
body,Whaley,NNP,3
body,What,WDT,13
body,What,WP,57
body,Whatever,WDT,1
body,Wheat,NN,3
body,Wheeler,NNP,3
body,When,WRB,52
body,Whenever,NNP,1
body,Where,WRB,13
body,Whereever,NNP,1
body,Whereupon,NNP,1
body,Whether,IN,5
body,Which,WDT,1
body,Which,WP,1
body,While,IN,27
body,White,NNP,24
body,Who,WP,4
body,Why,WRB,5
body,Wibon,NNP,1
body,Wilkie,NN,1
body,Wilkie,NNP,1
body,Will,MD,4
body,Will,NNP,4
body,William,NNP,15
body,Williams,NNP,21
body,Williamson,NN,1
body,Williamson,NNP,1
body,Willis,NNP,1
body,Wilson,NNP,20
body,WinLei,NNP,1
body,Wind,NN,2
body,WindsorClive,NNP,1
body,Winery,NNP,1
body,Winkler-Koch,NN,1
body,Winkler-Koch,NNP,3
body,Winston,NNP,7
body,Winter,NNP,4
body,Wisconsin,NNP,23
body,Wisconsin-born,JJ,1
body,With,IN,43
body,Within,IN,11
body,Without,IN,4
body,Wonderful,JJ,1
body,Wood,NNP,1
body,Woodrow,NNP,3
body,Woods,NNP,1
body,Word,NN,4
body,Work,NNP,1
body,Worked,VBD,7
body,Worked,VBN,1
body,Workers,NNP,2
body,Workers,NNS,4
body,Works,NNP,1
body,World,NNP,12
body,Worst,RBS,2
body,Worth,NNP,1
body,Would,MD,2
body,Wreck,NN,1
body,Wright,NNP,1
body,X,NN,2
body,XXI,NN,1
body,Y,UNK,2
body,Y.,NNP,2
body,YALTA,NNP,3
body,YEARS,NNS,3
body,YORK,NNP,1
body,YORK,UNK,2
body,YOU,PRP,4
body,YOUNG,JJ,1
body,YOUR,JJ,6
body,YOUTH,NN,1
body,YOUTH,NNP,2
body,YUGOSLAVIA,NNP,1
body,Yagoda,NNP,8
body,Yakir,NNP,2
body,Yalta,NNP,13
body,Yangtze,NNP,1
body,Yaroslavsky,NNP,3
body,Yegorov,NNP,2
body,Yellow,NNP,1
body,Yenukidze,NN,1
body,Yenukidze,NNP,1
body,Yes,UH,42
body,York,NNP,45
body,You,PRP,21
body,Young,NN,2
body,Young,NNP,5
body,Youngstown,NNP,1
body,Your,PRP$,3
body,Youth,NNP,4
body,Yu,FW,1
body,Yuan,NN,1
body,Yuan,NNP,1
body,Yugoslavia,NNP,9
body,Yugoslavian,JJ,1
body,Yuri,NNP,1
body,Zaporozhe,NNP,6
body,Zealand,NNP,1
body,Zinoviev,NNP,2
body,Zukerman,NNP,2
body,\,CD,6
body,\,NN,8
body,\,NNP,1
body,\,RB,1
body,\,SYM,12
body,\,VBP,2
body,\*,SYM,1
body,^,CD,9
body,^,FW,2
body,^,IN,1
body,^,JJ,1
body,^,NN,22
body,^,NNP,3
body,^,RB,1
body,^,SYM,36
body,^,VBP,1
body,_,CD,2
body,_,FW,1
body,_,NN,8
body,_,NNP,4
body,_,SYM,9
body,_,VBP,1
body,__,CD,1
body,__,VB,1
body,`,``,24
body,``,``,745
body,a,DT,2792
body,a,LS,3
body,a.m.,NN,9
body,a.m.,RB,1
body,aJapaneseanda,JJ,1
body,aTtackecTthe,NNP,1
body,abandon,VB,2
body,abandoned,VBN,4
body,abandoning,VBG,1
body,abated,VBN,1
body,abdicates,VBZ,1
body,abdication,NN,1
body,aberrations,NNS,1
body,abetted,VBN,1
body,abeyance,NN,2
body,abilities,NNS,4
body,ability,NN,24
body,able,JJ,73
body,ablest,JJ,1
body,ablest,JJS,1
body,ably,RB,1
body,aboard,IN,3
body,aboard,RB,1
body,abolished,VBN,3
body,abortive,JJ,1
body,abounds,VBZ,1
body,about,IN,181
body,about,RB,26
body,about,RP,4
body,above,IN,18
body,above,JJ,7
body,above-described,JJ,1
body,above-entitled,JJ,3
body,abroad,RB,13
body,abrogate,VB,2
body,absence,NN,15
body,absent,JJ,1
body,absolute,JJ,6
body,absolutely,RB,3
body,absolve,VB,2
body,absorb,VB,5
body,absorbed,VBN,2
body,absorption,NN,3
body,abstain,VB,1
body,abstain,VBP,1
body,abstract,JJ,2
body,abundancy,NN,1
